                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                0.86912,                0.46861,                 1.0162,                0.79597,                0.82599,                0.78451,                0.52781,                 1.0528,                0.71194,                 1.2854,             0.00061859,             0.00061859,             0.00061859
                     29,                0.83487,                0.45147,                0.99751,                0.82528,                0.82742,                0.79449,                0.53224,                 1.0594,                0.68925,                 1.2809,             0.00061034,             0.00061034,             0.00061034
                     30,                0.84675,                0.45232,                 1.0315,                 0.8049,                0.78456,                0.78294,                 0.5245,                 1.0535,                0.83839,                  1.305,             0.00060209,             0.00060209,             0.00060209
                     31,                0.84268,                0.44612,                 1.0253,                0.78893,                0.77379,                 0.7737,                0.52706,                 1.0218,                0.72808,                 1.2875,             0.00059385,             0.00059385,             0.00059385
                     32,                0.82694,                0.44858,                 1.0215,                0.81604,                0.82882,                0.77566,                 0.5222,                 1.0304,                0.69557,                 1.2808,              0.0005856,              0.0005856,              0.0005856
                     33,                 0.8095,                0.43784,                 1.0064,                 0.8318,                0.81887,                 0.7627,                0.50177,                 1.0706,                0.66251,                 1.3027,             0.00057735,             0.00057735,             0.00057735
                     34,                0.81584,                0.43645,                 1.0047,                0.82072,                 0.8173,                0.77292,                0.53468,                 1.0141,                0.66228,                 1.2692,             0.00056911,             0.00056911,             0.00056911
                     35,                0.81015,                 0.4307,                 1.0052,                0.81339,                0.81659,                0.77313,                0.51525,                 1.0755,                0.70254,                 1.3151,             0.00056086,             0.00056086,             0.00056086
                     36,                0.79305,                0.43651,                0.99789,                0.83785,                0.81311,                0.77973,                0.51777,                 1.0564,                0.70597,                 1.3026,             0.00055261,             0.00055261,             0.00055261
                     37,                0.80936,                0.42372,                0.98382,                  0.824,                0.83211,                0.76556,                0.51234,                  1.062,                 0.6769,                 1.3124,             0.00054437,             0.00054437,             0.00054437
                     38,                0.81781,                 0.4424,                 1.0207,                0.82252,                0.81533,                0.77063,                0.52941,                  1.049,                0.66581,                 1.3033,             0.00053612,             0.00053612,             0.00053612
                     39,                0.80477,                0.42258,                0.99083,                0.81592,                0.81617,                 0.7684,                0.52226,                 1.0792,                0.66784,                 1.3144,             0.00052787,             0.00052787,             0.00052787
                     40,                0.80268,                0.41498,                 1.0041,                0.81814,                0.81627,                0.78088,                0.54221,                 1.0362,                0.66965,                 1.2888,             0.00051963,             0.00051963,             0.00051963
                     41,                0.80127,                0.40869,                0.98102,                0.82516,                0.81598,                0.79105,                0.54921,                 1.0382,                0.67389,                   1.29,             0.00051138,             0.00051138,             0.00051138
                     42,                0.77857,                0.40517,                0.98759,                0.81368,                0.82264,                0.77591,                0.52687,                 1.0533,                0.66604,                 1.3019,             0.00050313,             0.00050313,             0.00050313
                     43,                0.77804,                0.41022,                 1.0059,                 0.8327,                0.82925,                0.79936,                0.54601,                 1.0306,                0.64101,                 1.2836,             0.00049489,             0.00049489,             0.00049489
                     44,                0.76288,                 0.3975,                0.98301,                0.83411,                0.82169,                0.80329,                 0.5427,                 1.0346,                0.63523,                  1.296,             0.00048664,             0.00048664,             0.00048664
                     45,                0.78043,                0.39751,                0.98637,                0.82982,                0.82332,                0.80654,                0.56174,                 1.0195,                0.63721,                 1.2677,             0.00047839,             0.00047839,             0.00047839
                     46,                0.78318,                0.42047,                 1.0122,                0.83241,                0.81533,                0.79148,                0.53997,                 1.0512,                0.65523,                 1.2883,             0.00047015,             0.00047015,             0.00047015
                     47,                0.78427,                0.40738,                 1.0037,                0.83505,                0.81405,                0.77466,                0.53108,                 1.0407,                 0.6627,                 1.2886,              0.0004619,              0.0004619,              0.0004619
                     48,                0.77224,                0.39829,                0.98639,                 0.8102,                0.79286,                0.74537,                0.49444,                  1.106,                0.69953,                 1.3123,             0.00045365,             0.00045365,             0.00045365
                     49,                0.76953,                0.39434,                0.97855,                0.82015,                0.82334,                0.76618,                0.53102,                 1.0216,                0.68623,                 1.2717,             0.00044541,             0.00044541,             0.00044541
                     50,                0.75208,                0.38993,                0.97778,                 0.8314,                0.82474,                0.76547,                0.52404,                 1.0276,                0.64659,                 1.2757,             0.00043716,             0.00043716,             0.00043716
                     51,                0.73234,                0.38762,                0.95779,                0.83242,                 0.8253,                 0.7647,                0.52516,                 1.0073,                0.64759,                 1.2691,             0.00042891,             0.00042891,             0.00042891
                     52,                 0.7096,                0.37903,                0.96943,                0.82517,                0.82764,                0.76539,                0.52831,                 1.0182,                0.64614,                 1.2848,             0.00042066,             0.00042066,             0.00042066
                     53,                0.71709,                0.37082,                   0.96,                0.82739,                0.82593,                0.78089,                0.54927,                 1.0121,                0.64241,                 1.2771,             0.00041242,             0.00041242,             0.00041242
                     54,                0.71217,                0.37438,                0.96416,                0.82395,                0.82764,                0.79169,                0.55929,                 1.0043,                0.62588,                 1.2666,             0.00040417,             0.00040417,             0.00040417
                     55,                0.71237,                0.37122,                0.97087,                  0.829,                0.82377,                0.78955,                0.55242,                 1.0083,                0.60804,                 1.2697,             0.00039592,             0.00039592,             0.00039592
                     56,                0.72032,                0.37644,                0.97443,                0.81787,                0.82764,                0.76561,                0.53198,                 1.0305,                0.64733,                 1.2952,             0.00038768,             0.00038768,             0.00038768
                     57,                0.69889,                0.36038,                0.96355,                0.82259,                0.82622,                0.77527,                0.53858,                 1.0094,                0.65006,                 1.2857,             0.00037943,             0.00037943,             0.00037943
                     58,                0.72325,                0.37608,                 0.9844,                0.83493,                0.82429,                  0.774,                0.54252,                 1.0182,                0.64142,                 1.2782,             0.00037118,             0.00037118,             0.00037118
                     59,                0.70783,                0.37211,                0.97295,                0.81924,                0.82704,                0.76868,                0.53543,                 1.0142,                 0.6711,                 1.2876,             0.00036294,             0.00036294,             0.00036294
                     60,                0.69701,                0.36159,                0.96015,                0.82297,                0.82764,                0.76632,                0.53272,                 1.0265,                0.65144,                 1.2937,             0.00035469,             0.00035469,             0.00035469
                     61,                 0.7072,                0.38662,                0.96782,                0.80999,                0.82764,                0.76856,                0.54075,                 1.0039,                0.66179,                 1.2929,             0.00034644,             0.00034644,             0.00034644
                     62,                0.68332,                0.35352,                0.95766,                0.81825,                0.82426,                0.76407,                0.53977,                0.98615,                0.63036,                 1.2803,              0.0003382,              0.0003382,              0.0003382
                     63,                 0.6839,                0.35895,                0.94755,                 0.8298,                0.82743,                0.77715,                0.55364,                0.99727,                0.64176,                 1.2903,             0.00032995,             0.00032995,             0.00032995
                     64,                0.67685,                0.35265,                0.94657,                0.82973,                0.82764,                0.78302,                0.55866,                0.98863,                0.61473,                 1.2737,              0.0003217,              0.0003217,              0.0003217
                     65,                0.66402,                0.34992,                0.94788,                0.82829,                0.82764,                0.78435,                0.56924,                0.99282,                 0.6323,                 1.2757,             0.00031346,             0.00031346,             0.00031346
                     66,                  0.693,                0.35602,                0.95231,                0.83404,                0.82653,                0.78916,                0.56417,                0.99071,                0.61996,                 1.2652,             0.00030521,             0.00030521,             0.00030521
                     67,                0.67818,                  0.356,                0.95277,                0.82217,                0.82113,                 0.7842,                0.56685,                0.97953,                0.65253,                 1.2502,             0.00029696,             0.00029696,             0.00029696
                     68,                0.67376,                0.34988,                0.94285,                0.81764,                0.82104,                0.77463,                0.54641,                 1.0201,                0.64689,                 1.2783,             0.00028872,             0.00028872,             0.00028872
                     69,                0.67607,                0.35795,                0.95525,                 0.8244,                0.82524,                0.77076,                0.54533,                 1.0069,                0.66389,                 1.2789,             0.00028047,             0.00028047,             0.00028047
                     70,                0.67204,                0.34279,                  0.947,                0.82692,                 0.8252,                 0.7765,                0.54082,                 1.0203,                0.66445,                 1.2964,             0.00027222,             0.00027222,             0.00027222
                     71,                0.66534,                0.34176,                0.93898,                0.81059,                0.81264,                0.76629,                0.54506,                 1.0239,                0.65078,                 1.3011,             0.00026398,             0.00026398,             0.00026398
                     72,                 0.6717,                0.34848,                0.94708,                0.82541,                0.82753,                0.78221,                0.55781,                 1.0122,                0.63858,                 1.2807,             0.00025573,             0.00025573,             0.00025573
                     73,                0.67074,                0.36085,                0.95935,                0.81032,                 0.8041,                0.77223,                0.55307,                 1.0012,                0.61205,                 1.2789,             0.00024748,             0.00024748,             0.00024748
                     74,                0.63957,                 0.3352,                0.92756,                0.82181,                0.80898,                0.77742,                0.55861,                 0.9909,                0.65498,                 1.2757,             0.00023924,             0.00023924,             0.00023924
                     75,                0.62465,                0.32135,                0.91555,                0.80935,                0.81467,                0.77188,                0.55625,                 1.0034,                0.64121,                  1.295,             0.00023099,             0.00023099,             0.00023099
                     76,                0.65257,                0.34453,                0.93489,                0.81895,                0.81548,                0.77893,                0.55642,                0.98739,                0.61773,                 1.2821,             0.00022274,             0.00022274,             0.00022274
                     77,                0.63751,                0.33285,                0.93341,                0.83241,                0.82082,                0.78461,                0.56283,                0.98059,                0.62928,                 1.2761,              0.0002145,              0.0002145,              0.0002145
                     78,                0.62834,                0.32534,                0.93686,                0.82694,                 0.8118,                0.77939,                0.55144,                0.99769,                 0.6255,                 1.2991,             0.00020625,             0.00020625,             0.00020625
                     79,                0.62556,                0.33639,                0.93372,                0.83587,                0.81973,                0.78742,                0.56222,                0.99918,                0.64466,                 1.2801,               0.000198,               0.000198,               0.000198
                     80,                0.61779,                0.32193,                0.93507,                0.83618,                 0.8205,                0.78869,                0.56274,                0.99328,                0.63986,                 1.2785,             0.00018976,             0.00018976,             0.00018976
                     81,                0.61525,                 0.3265,                0.92514,                0.83483,                0.82248,                0.78601,                 0.5632,                0.98623,                0.64313,                 1.2747,             0.00018151,             0.00018151,             0.00018151
                     82,                0.63097,                0.32974,                0.94145,                0.82862,                0.82019,                0.78505,                0.55327,                0.99352,                0.64592,                  1.288,             0.00017326,             0.00017326,             0.00017326
                     83,                0.60055,                0.30992,                0.91593,                0.82883,                0.82153,                0.78751,                0.55287,                 1.0047,                0.63976,                 1.2965,             0.00016502,             0.00016502,             0.00016502
                     84,                0.60302,                0.31705,                0.91893,                0.83487,                0.82155,                0.78995,                0.55727,                 1.0045,                0.64129,                  1.294,             0.00015677,             0.00015677,             0.00015677
                     85,                0.58649,                 0.3127,                0.89926,                0.83161,                0.81639,                0.78603,                0.55774,                 1.0001,                0.63578,                 1.2946,             0.00014852,             0.00014852,             0.00014852
                     86,                0.60042,                0.31253,                 0.9172,                0.83154,                0.81626,                0.78704,                0.56393,                0.98826,                0.62264,                  1.294,             0.00014028,             0.00014028,             0.00014028
                     87,                0.59565,                0.30532,                0.91102,                0.82822,                 0.8142,                0.79078,                0.55923,                0.99357,                 0.6283,                 1.2917,             0.00013203,             0.00013203,             0.00013203
                     88,                0.60024,                0.31229,                0.91616,                0.82421,                0.81679,                0.78597,                 0.5549,                 1.0003,                0.63288,                 1.2947,             0.00012378,             0.00012378,             0.00012378
                     89,                0.60076,                0.31201,                 0.9329,                0.82389,                0.81764,                0.78917,                0.55927,                 1.0054,                0.64245,                  1.295,             0.00011554,             0.00011554,             0.00011554
                     90,                0.59285,                0.30796,                0.92391,                0.82329,                0.81764,                0.78838,                0.55986,                 1.0068,                0.62655,                  1.296,             0.00010729,             0.00010729,             0.00010729
                     91,                0.57044,                0.29751,                0.92636,                0.82533,                0.81945,                0.78981,                 0.5606,                 1.0012,                0.60393,                 1.2904,             9.9044e-05,             9.9044e-05,             9.9044e-05
                     92,                0.55311,                0.28656,                0.91635,                0.81815,                0.81408,                0.78441,                0.56007,                  1.005,                0.60454,                 1.2949,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     93,                0.55873,                0.29085,                0.92472,                0.81734,                0.82123,                0.78697,                0.56082,                 1.0093,                0.62077,                 1.2983,              8.255e-05,              8.255e-05,              8.255e-05
                     94,                 0.5575,                0.28407,                0.92196,                0.82428,                0.81583,                 0.7867,                0.56075,                 1.0009,                0.60596,                 1.2987,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     95,                0.53917,                0.28718,                0.90789,                0.83119,                0.81975,                0.79261,                0.56617,                 0.9955,                0.60109,                  1.299,             6.6057e-05,             6.6057e-05,             6.6057e-05
